TDP_1,TDP_2,TD_1,TD_2,ctrl_1,ctrl_2,details,event_date,event_loc,event_name,f1_res,f2_res,fight_class,fight_result,fighter_name_1,fighter_name_2,judge_1,judge_2,judge_3,kd_1,kd_2,method,r1_TDP_1,r1_TDP_2,r1_TD_1,r1_TD_2,r1_ctrl_1,r1_ctrl_2,r1_rev_1,r1_rev_2,r1_sig_strP_1,r1_sig_strP_2,r1_sig_str_1,r1_sig_str_2,r1_sub_att_1,r1_sub_att_2,r1_tot_str_1,r1_tot_str_2,referee,rev_1,rev_2,round,sig_strP_1,sig_strP_2,sig_str_1,sig_str_2,sub_att_1,sub_att_2,time,time_format,tot_body_1,tot_body_2,tot_clinch_1,tot_clinch_2,tot_dist_1,tot_dist_2,tot_ground_1,tot_ground_2,tot_head_1,tot_head_2,tot_leg_1,tot_leg_2,tot_str_1,tot_str_2
60%,0%,"3,5","0,1",10:22,0:28,Judge,"September 03, 2016","Hamburg, Hamburg, Germany",UFC Fight Night: Arlovski vs. Barnett,W,L,Welterweight Bout,"W,Peter Sobotta,L,Nicolas Dalby,""Lokomotivo""",Peter Sobotta,Nicolas Dalby,Mark Collett-26 - 30.,Howard Hughes-26 - 30.,Andy Roberts-26 - 30.,1,0,Decision - Unanimous,---,0%,"0,0","0,1",4:07,0:00,0,0,57%,12%,"22,38","1,8",1,0,"42,62","8,15",Leon Roberts,0,0,3,50%,26%,"38,76","14,52",1,0,5:00,3 Rnd (5-5-5),"5,6","4,7","0,0","3,5","21,44","9,45","17,32","2,2","28,65","7,40","5,5","3,5","83,127","48,87"
0%,---,"0,3","0,0",0:11,0:34,Judge,"September 03, 2016","Hamburg, Hamburg, Germany",UFC Fight Night: Arlovski vs. Barnett,W,L,Welterweight Bout,"W,Jessin Ayari,L,Jim Wallhead,""Judo""",Jessin Ayari,Jim Wallhead,Ben Cartlidge-29 - 28.,Takeo Kobayashi-28 - 29.,Paul Sutherland-27 - 30.,0,1,Decision - Split,---,---,"0,0","0,0",0:01,0:09,0,0,44%,33%,"17,38","8,24",0,0,"18,39","9,25",Marc Goddard,0,0,3,40%,34%,"70,172","47,135",0,0,5:00,3 Rnd (5-5-5),"8,20","5,8","5,8","1,2","65,164","44,128","0,0","2,5","48,135","31,113","14,17","11,14","72,174","53,142"
40%,0%,"2,5","0,2",0:08,2:19,Judge,"September 03, 2016","Hamburg, Hamburg, Germany",UFC Fight Night: Arlovski vs. Barnett,W,L,Lightweight Bout,"W,Nick Hein,""Sergeant"",L,Tae Hyun Bang,""Supernatural""",Nick Hein,Tae Hyun Bang,Mark Collett-28 - 29.,Howard Hughes-27 - 30.,Andy Roberts-28 - 29.,0,0,Decision - Unanimous,100%,---,"1,1","0,0",0:00,0:48,0,0,25%,29%,"3,12","7,24",0,0,"13,24","7,24",Lukasz Bosacki,0,0,3,26%,34%,"20,76","40,117",0,0,5:00,3 Rnd (5-5-5),"8,19","5,11","2,4","4,5","18,72","36,112","0,0","0,0","12,55","34,105","0,2","1,1","48,106","44,121"
0%,0%,"0,1","0,5",0:02,0:26,Knee to Head At Distance,"September 03, 2016","Hamburg, Hamburg, Germany",UFC Fight Night: Arlovski vs. Barnett,W,L,Light Heavyweight Bout,"W,Ryan Bader,""Darth"",L,Ilir Latifi,""The Sledgehammer""",Ryan Bader,Ilir Latifi,,,,1,1,KO/TKO,---,0%,"0,0","0,4",0:00,0:03,0,0,37%,23%,"9,24","5,21",0,0,"10,25","6,22",Neil Hall,0,0,2,38%,30%,"13,34","9,30",0,0,2:06,3 Rnd (5-5-5),"1,3","3,6","0,0","2,5","13,34","6,23","0,0","1,2","12,31","6,23","0,0","0,1","15,36","11,32"
80%,0%,"4,5","0,1",10:43,0:00,Judge,"September 03, 2016","Hamburg, Hamburg, Germany",UFC Fight Night: Arlovski vs. Barnett,W,L,Light Heavyweight Bout,"W,Alexander Gustafsson,""The Mauler"",L,Jan Blachowicz",Alexander Gustafsson,Jan Blachowicz,Howard Hughes-27 - 30.,Paul Sutherland-27 - 30.,Clemens Werner-27 - 30.,0,0,Decision - Unanimous,50%,---,"1,2","0,0",2:22,0:00,0,0,39%,35%,"19,48","19,53",0,0,"30,59","26,61",Marc Goddard,0,0,3,50%,31%,"50,100","28,90",0,0,5:00,3 Rnd (5-5-5),"3,3","8,15","2,2","3,6","15,57","24,81","33,41","1,3","43,92","18,73","4,5","2,2","139,201","55,125"
50%,50%,"1,2","1,2",2:22,6:32,Rear Naked Choke,"September 03, 2016","Hamburg, Hamburg, Germany",UFC Fight Night: Arlovski vs. Barnett,L,W,Heavyweight Bout,"L,Andrei Arlovski,""The Pitbull"",W,Josh Barnett,""The Warmaster""",Andrei Arlovski,Josh Barnett,,,,0,0,Submission,100%,0%,"1,1","0,1",1:40,1:41,0,0,57%,50%,"16,28","8,16",0,0,"25,37","25,37",Leon Roberts,0,1,3,61%,64%,"38,62","53,82",0,1,2:53,5 Rnd (5-5-5-5-5),"11,11","12,15","16,20","15,21","19,39","13,30","3,3","25,31","22,46","40,66","5,5","1,1","51,77","112,150"
---,---,"0,0","0,0",0:30,0:00,Punch to Head At Distance,"August 27, 2016","Vancouver, British Columbia, Canada",UFC on FOX: Maia vs. Condit,W,L,Lightweight Bout,"W,Chad Laprise,""The Disciple"",L,Thibault Gouti,""GT""",Chad Laprise,Thibault Gouti,,,,2,0,KO/TKO,---,---,"0,0","0,0",0:30,0:00,0,0,48%,25%,"17,35","4,16",0,0,"22,40","4,16",Kevin Dornan,0,0,1,48%,25%,"17,35","4,16",0,0,1:36,3 Rnd (5-5-5),"0,1","0,0","2,5","0,0","10,21","4,16","5,9","0,0","14,31","2,14","3,3","2,2","22,40","4,16"
---,---,"0,0","0,0",0:00,0:04,Punch to Body At Distance,"August 27, 2016","Vancouver, British Columbia, Canada",UFC on FOX: Maia vs. Condit,L,W,Lightweight Bout,"L,Shane Campbell,""Shaolin"",W,Felipe Silva",Shane Campbell,Felipe Silva,,,,0,1,KO/TKO,---,---,"0,0","0,0",0:00,0:04,0,0,69%,44%,"9,13","11,25",0,0,"10,14","13,27",John McCarthy,0,0,1,69%,44%,"9,13","11,25",0,0,1:13,3 Rnd (5-5-5),"1,2","4,5","1,1","3,5","8,12","6,13","0,0","2,7","1,4","6,19","7,7","1,1","10,14","13,27"
25%,33%,"2,8","2,6",3:43,3:06,Judge,"August 27, 2016","Vancouver, British Columbia, Canada",UFC on FOX: Maia vs. Condit,L,W,Middleweight Bout,"L,Garreth McLellan,""Soldier Boy"",W,Alessio Di Chirico,""Manzo""",Garreth McLellan,Alessio Di Chirico,John Cooper-28 - 29.,Tony Weeks-29 - 28.,David Therien-28 - 29.,0,1,Decision - Split,0%,0%,"0,1","0,1",0:12,0:54,0,0,41%,36%,"26,63","17,47",0,0,"29,67","28,60",Kevin Dornan,0,0,3,41%,44%,"57,139","61,136",0,0,5:00,3 Rnd (5-5-5),"23,40","7,11","21,27","16,29","36,112","36,90","0,0","9,17","27,89","51,122","7,10","3,3","88,179","114,198"
11%,33%,"1,9","1,3",0:18,0:27,Judge,"August 27, 2016","Vancouver, British Columbia, Canada",UFC on FOX: Maia vs. Condit,L,W,Featherweight Bout,"L,Enrique Barzola,""El Fuerte"",W,Kyle Bochniak,""Killer B""",Enrique Barzola,Kyle Bochniak,Dave Hagen-28 - 29.,David Therien-30 - 27.,John Cooper-28 - 29.,0,0,Decision - Split,0%,50%,"0,1","1,2",0:09,0:24,0,0,28%,30%,"14,50","10,33",0,0,"15,51","10,33",Dan Miragliotta,0,0,3,33%,29%,"55,165","41,141",0,0,5:00,3 Rnd (5-5-5),"17,22","6,11","8,10","3,5","47,155","38,136","0,0","0,0","31,136","15,107","7,7","20,23","56,168","41,142"
---,0%,"0,0","0,2",0:31,2:36,Punches to Head On Ground,"August 27, 2016","Vancouver, British Columbia, Canada",UFC on FOX: Maia vs. Condit,W,L,Middleweight Bout,"W,Sam Alvey,""Smile'N"",L,Kevin Casey,""King""",Sam Alvey,Kevin Casey,,,,2,0,KO/TKO,---,0%,"0,0","0,2",0:00,2:34,0,0,65%,65%,"19,29","13,20",0,0,"22,32","19,27",Yves Lavigne,0,0,2,51%,49%,"59,114","25,51",0,0,4:56,3 Rnd (5-5-5),"13,15","7,9","17,19","4,4","29,72","21,47","13,23","0,0","36,88","11,35","10,11","7,7","70,125","31,58"
75%,0%,"3,4","0,3",6:12,0:08,Judge,"August 27, 2016","Vancouver, British Columbia, Canada",UFC on FOX: Maia vs. Condit,L,W,Lightweight Bout,"L,Joe Lauzon,W,Jim Miller,""A-10""",Joe Lauzon,Jim Miller,Tony Weeks-28 - 29.,Dave Hagen-29 - 28.,David Therien-28 - 29.,0,0,Decision - Split,50%,0%,"1,2","0,1",1:32,0:03,0,0,34%,48%,"14,41","29,60",0,0,"26,55","33,66",John McCarthy,0,0,3,39%,48%,"54,136","80,166",1,0,5:00,3 Rnd (5-5-5),"7,10","25,33","7,10","16,31","35,111","60,131","12,15","4,4","46,123","52,130","1,3","3,3","92,177","97,185"
---,---,"0,0","0,0",0:15,0:00,Kick to Head At Distance      Switch Kick,"August 27, 2016","Vancouver, British Columbia, Canada",UFC on FOX: Maia vs. Condit,W,L,Women's Strawweight Bout,"W,Paige VanZant,""12 Gauge"",L,Bec Rawlings,""Rowdy""",Paige VanZant,Bec Rawlings,,,,1,0,KO/TKO,---,---,"0,0","0,0",0:09,0:00,0,0,33%,42%,"16,48","21,50",0,0,"17,49","30,59",Dan Miragliotta,0,0,2,39%,41%,"25,63","21,51",0,0,0:17,3 Rnd (5-5-5),"4,12","6,10","3,7","12,17","15,45","9,34","7,11","0,0","14,38","15,41","7,13","0,0","27,65","30,60"
---,36%,"0,0","4,11",3:11,4:57,Guillotine Choke After Drop to Guard,"August 27, 2016","Vancouver, British Columbia, Canada",UFC on FOX: Maia vs. Condit,W,L,Featherweight Bout,"W,Anthony Pettis,""Showtime"",L,Charles Oliveira,""Do Bronx""",Anthony Pettis,Charles Oliveira,,,,0,0,Submission,---,16%,"0,0","1,6",2:17,2:01,2,0,58%,52%,"25,43","9,17",0,0,"41,61","12,20",Yves Lavigne,5,0,3,60%,47%,"53,87","41,86",1,0,1:49,3 Rnd (5-5-5),"12,20","17,28","0,1","8,12","35,53","27,63","18,33","6,11","41,67","23,57","0,0","1,1","77,114","60,105"
100%,---,"1,1","0,0",1:19,0:00,Rear Naked Choke,"August 27, 2016","Vancouver, British Columbia, Canada",UFC on FOX: Maia vs. Condit,W,L,Welterweight Bout,"W,Demian Maia,L,Carlos Condit,""The Natural Born Killer""",Demian Maia,Carlos Condit,,,,0,0,Submission,100%,---,"1,1","0,0",1:19,0:00,0,0,100%,16%,"1,1","1,6",1,0,"5,5","1,6",John McCarthy,0,0,1,100%,16%,"1,1","1,6",1,0,1:52,5 Rnd (5-5-5-5-5),"0,0","0,1","0,0","0,0","0,0","1,5","1,1","0,1","1,1","1,5","0,0","0,0","5,5","1,6"
66%,---,"6,9","0,0",10:10,0:07,Punches to Head On Ground,"August 20, 2016","Las Vegas, Nevada, USA",UFC 202: Diaz vs. McGregor 2,W,L,Welterweight Bout,"W,Colby Covington,""Chaos"",L,Max Griffin,""Pain""",Colby Covington,Max Griffin,,,,0,0,KO/TKO,66%,---,"2,3","0,0",4:01,0:07,0,1,60%,44%,"12,20","8,18",0,1,"32,45","21,34",Mark Smith,0,1,3,56%,37%,"26,46","13,35",0,1,2:18,3 Rnd (5-5-5),"6,7","2,2","1,1","1,1","14,28","11,32","11,17","1,2","19,38","9,31","1,1","2,2","161,216","33,58"
0%,---,"0,5","0,0",0:03,0:58,Elbows to Head In Clinch,"August 20, 2016","Las Vegas, Nevada, USA",UFC 202: Diaz vs. McGregor 2,L,W,Welterweight Bout,"L,Neil Magny,""The Haitian Sensation"",W,Lorenz Larkin,""The Monsoon""",Neil Magny,Lorenz Larkin,,,,0,1,KO/TKO,0%,---,"0,5","0,0",0:03,0:58,0,0,34%,66%,"8,23","32,48",0,0,"13,29","34,50",Dan Miragliotta,0,0,1,34%,66%,"8,23","32,48",0,0,4:08,3 Rnd (5-5-5),"1,1","6,7","2,2","10,10","6,21","22,38","0,0","0,0","5,20","13,25","2,2","13,16","13,29","34,50"
100%,---,"1,1","0,0",1:52,1:24,Armbar From Bottom Guard,"August 20, 2016","Las Vegas, Nevada, USA",UFC 202: Diaz vs. McGregor 2,L,W,Women's Strawweight Bout,"L,Randa Markos,""Quiet Storm"",W,Cortney Casey,""Cast Iron""",Randa Markos,Cortney Casey,,,,0,0,Submission,100%,---,"1,1","0,0",1:52,1:24,1,1,23%,58%,"4,17","21,36",0,1,"38,51","29,44",Mark Smith,1,1,1,23%,58%,"4,17","21,36",0,1,4:34,3 Rnd (5-5-5),"0,1","1,2","1,1","1,1","3,16","9,21","0,0","11,14","4,16","16,30","0,0","4,4","38,51","29,44"
0%,0%,"0,1","0,1",0:33,0:22,Judge,"August 20, 2016","Las Vegas, Nevada, USA",UFC 202: Diaz vs. McGregor 2,W,L,Featherweight Bout,"W,Artem Lobov,""The Russian Hammer"",L,Chris Avila",Artem Lobov,Chris Avila,Roy Silbert-27 - 30.,Dave Hagen-27 - 30.,Derek Cleary-27 - 30.,0,0,Decision - Unanimous,---,---,"0,0","0,0",0:14,0:00,0,0,57%,29%,"24,42","11,37",0,0,"26,44","22,49",Mark Smith,0,0,3,45%,32%,"53,117","42,128",0,0,5:00,3 Rnd (5-5-5),"11,19","6,15","5,9","5,12","48,108","36,114","0,0","1,2","15,69","27,104","27,29","9,9","63,128","63,150"
60%,20%,"3,5","1,5",5:05,6:39,Judge,"August 20, 2016","Las Vegas, Nevada, USA",UFC 202: Diaz vs. McGregor 2,W,L,Women's Bantamweight Bout,"W,Raquel Pennington,""Rocky"",L,Elizabeth Phillips",Raquel Pennington,Elizabeth Phillips,Tony Weeks-27 - 30.,Adalaide Byrd-27 - 30.,Jeff Mullen-27 - 30.,0,0,Decision - Unanimous,50%,---,"1,2","0,0",1:01,1:57,0,0,59%,45%,"13,22","11,24",0,0,"24,34","13,27",Herb Dean,0,1,3,66%,44%,"33,50","15,34",1,0,5:00,3 Rnd (5-5-5),"12,14","3,8","19,22","6,7","6,20","9,27","8,8","0,0","18,33","5,19","3,3","7,7","81,102","34,58"
---,---,"0,0","0,0",0:07,0:00,Punch to Head At Distance,"August 20, 2016","Las Vegas, Nevada, USA",UFC 202: Diaz vs. McGregor 2,W,L,Bantamweight Bout,"W,Cody Garbrandt,""No Love"",L,Takeya Mizugaki",Cody Garbrandt,Takeya Mizugaki,,,,1,0,KO/TKO,---,---,"0,0","0,0",0:07,0:00,0,0,44%,44%,"12,27","4,9",0,0,"13,28","6,11",John McCarthy,0,0,1,44%,44%,"12,27","4,9",0,0,0:48,3 Rnd (5-5-5),"0,0","0,0","1,1","0,0","6,15","4,9","5,11","0,0","10,25","3,7","2,2","1,2","13,28","6,11"
---,100%,"0,0","2,2",0:08,1:01,Punches to Head In Clinch,"August 20, 2016","Las Vegas, Nevada, USA",UFC 202: Diaz vs. McGregor 2,W,L,Welterweight Bout,"W,Tim Means,""The Dirty Bird"",L,Sabah Homasi",Tim Means,Sabah Homasi,,,,0,0,KO/TKO,---,100%,"0,0","2,2",0:08,1:01,0,0,48%,47%,"27,56","27,57",0,0,"38,68","32,63",Herb Dean,0,0,2,60%,41%,"71,118","33,80",0,0,2:56,3 Rnd (5-5-5),"12,15","4,5","17,26","5,6","54,92","28,73","0,0","0,1","57,101","25,70","2,2","4,5","82,130","38,88"
---,---,"0,0","0,0",0:00,1:28,Punch to Head At Distance,"August 20, 2016","Las Vegas, Nevada, USA",UFC 202: Diaz vs. McGregor 2,L,W,Welterweight Bout,"L,Hyun Gyu Lim,""The Ace"",W,Mike Perry,""Platinum""",Hyun Gyu Lim,Mike Perry,,,,0,3,KO/TKO,---,---,"0,0","0,0",0:00,1:28,0,0,27%,62%,"8,29","31,50",0,0,"8,29","50,69",John McCarthy,0,0,1,27%,62%,"8,29","31,50",0,0,3:38,3 Rnd (5-5-5),"0,1","3,5","0,0","0,1","8,29","16,27","0,0","15,22","8,28","21,38","0,0","7,7","8,29","50,69"
20%,100%,"1,5","1,1",1:42,0:43,Kick to Head In Clinch,"August 20, 2016","Las Vegas, Nevada, USA",UFC 202: Diaz vs. McGregor 2,L,W,Welterweight Bout,"L,Rick Story,""The Horror"",W,Donald Cerrone,""Cowboy""",Rick Story,Donald Cerrone,,,,0,1,KO/TKO,33%,100%,"1,3","1,1",1:42,0:39,0,0,40%,54%,"15,37","18,33",0,1,"17,40","19,34",Herb Dean,0,0,2,33%,61%,"17,51","45,73",0,1,2:02,3 Rnd (5-5-5),"5,10","12,13","2,2","3,4","13,46","37,63","2,3","5,6","6,35","22,48","6,6","11,12","19,54","48,76"
---,---,"0,0","0,0",0:01,0:00,Punch to Head At Distance,"August 20, 2016","Las Vegas, Nevada, USA",UFC 202: Diaz vs. McGregor 2,W,L,Light Heavyweight Bout,"W,Anthony Johnson,""Rumble"",L,Glover Teixeira",Anthony Johnson,Glover Teixeira,,,,1,0,KO/TKO,---,---,"0,0","0,0",0:01,0:00,0,0,50%,33%,"4,8","1,3",0,0,"4,8","1,3",Dan Miragliotta,0,0,1,50%,33%,"4,8","1,3",0,0,0:13,3 Rnd (5-5-5),"0,0","0,0","0,0","0,0","2,6","1,3","2,2","0,0","4,8","1,3","0,0","0,0","4,8","1,3"
14%,0%,"1,7","0,1",5:50,1:31,Judge,"August 20, 2016","Las Vegas, Nevada, USA",UFC 202: Diaz vs. McGregor 2,L,W,Welterweight Bout,"L,Nate Diaz,W,Conor McGregor,""The Notorious""",Nate Diaz,Conor McGregor,Derek Cleary-47 - 48.,Glenn Trowbridge-47 - 47.,Jeff Mullen-47 - 48.,0,3,Decision - Majority,---,---,"0,0","0,0",0:00,0:05,0,0,34%,58%,"25,73","34,58",0,0,"25,73","34,58",John McCarthy,0,0,5,48%,57%,"166,343","164,286",0,0,5:00,5 Rnd (5-5-5-5-5),"50,71","26,29","77,112","27,32","88,227","137,253","1,4","0,1","107,256","98,212","9,16","40,45","252,435","197,322"
100%,25%,"1,1","3,12",2:02,5:27,Judge,"August 06, 2016","Salt Lake City, Utah, USA",UFC Fight Night: Rodriguez vs. Caceres,W,L,Featherweight Bout,"W,Cub Swanson,L,Tatsuya Kawajiri,""Crusher""",Cub Swanson,Tatsuya Kawajiri,Tony Weeks-27 - 30.,Dan Furse-27 - 30.,Jeff Dutcher-28 - 29.,0,0,Decision - Unanimous,---,33%,"0,0","1,3",0:00,2:29,0,0,52%,22%,"10,19","6,27",0,0,"27,36","25,48",John McCarthy,0,1,3,61%,22%,"67,109","23,101",1,0,5:00,3 Rnd (5-5-5),"10,11","2,8","8,9","2,3","38,77","19,85","21,23","2,13","51,92","12,82","6,6","9,11","91,133","51,132"
0%,---,"0,1","0,0",0:06,0:00,Punches to Head At Distance,"August 06, 2016","Salt Lake City, Utah, USA",UFC Fight Night: Rodriguez vs. Caceres,W,L,Featherweight Bout,"W,Teruto Ishihara,""Yashabo"",L,Horacio Gutierrez,""The Punisher""",Teruto Ishihara,Horacio Gutierrez,,,,1,0,KO/TKO,0%,---,"0,1","0,0",0:06,0:00,0,0,52%,27%,"13,25","5,18",0,0,"13,25","5,18",Dave Seljestad,0,0,1,52%,27%,"13,25","5,18",0,0,2:32,3 Rnd (5-5-5),"3,5","0,0","0,0","0,0","8,19","5,18","5,6","0,0","7,17","1,14","3,3","4,4","13,25","5,18"
0%,---,"0,1","0,0",0:02,0:23,Punches to Head At Distance,"August 06, 2016","Salt Lake City, Utah, USA",UFC Fight Night: Rodriguez vs. Caceres,W,L,Lightweight Bout,"W,David Teymur,L,Jason Novelli,""Flipside""",David Teymur,Jason Novelli,,,,1,0,KO/TKO,---,---,"0,0","0,0",0:01,0:06,0,0,38%,27%,"20,52","6,22",0,0,"20,52","7,23",Herb Dean,0,0,2,42%,28%,"26,61","8,28",0,0,1:25,3 Rnd (5-5-5),"5,6","2,5","0,3","1,3","26,58","7,25","0,0","0,0","10,40","3,18","11,15","3,5","26,61","9,29"
0%,---,"0,2","0,0",0:29,0:15,Kick to Head At Distance,"August 06, 2016","Salt Lake City, Utah, USA",UFC Fight Night: Rodriguez vs. Caceres,L,W,Heavyweight Bout,"L,Viktor Pesta,W,Marcin Tybura,""Tybur""",Viktor Pesta,Marcin Tybura,,,,0,1,KO/TKO,0%,---,"0,2","0,0",0:29,0:14,0,0,8%,25%,"3,36","13,52",0,0,"4,37","18,57",John McCarthy,0,0,2,7%,24%,"3,42","15,62",0,0,0:53,3 Rnd (5-5-5),"1,1","2,5","0,1","1,3","3,41","14,59","0,0","0,0","2,41","11,54","0,0","2,3","4,43","20,67"
26%,0%,"4,15","0,1",7:06,1:32,Judge,"August 06, 2016","Salt Lake City, Utah, USA",UFC Fight Night: Rodriguez vs. Caceres,W,L,Welterweight Bout,"W,Court McGee,""The Crusher"",L,Dominique Steele,""Non-Stop Action-Packed""",Court McGee,Dominique Steele,Tony Weeks-27 - 30.,Derek Cleary-28 - 29.,Glenn Trowbridge-28 - 29.,0,0,Decision - Unanimous,50%,0%,"2,4","0,1",1:58,0:41,0,0,28%,35%,"4,14","7,20",1,0,"9,19","12,26",Dan Miragliotta,0,0,3,38%,35%,"15,39","23,65",1,0,5:00,3 Rnd (5-5-5),"4,9","5,9","8,9","8,13","7,30","15,52","0,0","0,0","9,28","18,56","2,2","0,0","55,82","45,88"
---,100%,"0,0","1,1",0:00,0:01,Judge,"August 06, 2016","Salt Lake City, Utah, USA",UFC Fight Night: Rodriguez vs. Caceres,W,L,Women's Strawweight Bout,"W,Maryna Moroz,""Iron Lady"",L,Danielle Taylor,""Dynamite""",Maryna Moroz,Danielle Taylor,Dan Furse-29 - 28.,Derek Cleary-28 - 29.,Rich Montanez-27 - 30.,0,0,Decision - Split,---,---,"0,0","0,0",0:00,0:00,0,0,5%,33%,"5,93","9,27",0,0,"5,93","9,27",Herb Dean,0,0,3,6%,16%,"17,251","17,102",0,0,5:00,3 Rnd (5-5-5),"1,7","0,3","0,0","0,0","17,251","17,102","0,0","0,0","13,238","7,84","3,6","10,15","17,251","17,102"
66%,100%,"4,6","1,1",12:46,0:58,Judge,"August 06, 2016","Salt Lake City, Utah, USA",UFC Fight Night: Rodriguez vs. Caceres,W,L,Middleweight Bout,"W,Trevor Smith,""Hot Sauce"",L,Joseph Gigliotti,""Capo""",Trevor Smith,Joseph Gigliotti,Tony Weeks-26 - 30.,Dennis McMahon-26 - 30.,Glenn Trowbridge-26 - 30.,1,0,Decision - Unanimous,33%,100%,"1,3","1,1",3:33,0:58,0,0,41%,53%,"12,29","8,15",1,1,"31,50","12,19",Dan Miragliotta,0,0,3,60%,48%,"42,69","15,31",2,1,5:00,3 Rnd (5-5-5),"2,4","5,5","10,13","8,10","3,17","6,19","29,39","1,2","38,63","10,26","2,2","0,0","105,137","24,40"
---,20%,"0,0","1,5",0:00,0:09,Judge,"August 06, 2016","Salt Lake City, Utah, USA",UFC Fight Night: Rodriguez vs. Caceres,W,L,Welterweight Bout,"W,Santiago Ponzinibbio,""Gente Boa"",L,Zak Cummings",Santiago Ponzinibbio,Zak Cummings,Tony Weeks-28 - 29.,Dennis McMahon-28 - 29.,Derek Cleary-27 - 30.,0,0,Decision - Unanimous,---,50%,"0,0","1,2",0:00,0:09,0,0,60%,17%,"14,23","7,39",0,0,"15,24","7,39",Herb Dean,0,0,3,46%,23%,"58,126","35,152",0,0,5:00,3 Rnd (5-5-5),"2,2","8,12","3,3","0,1","55,123","35,151","0,0","0,0","50,117","23,135","6,7","4,5","60,128","35,152"
45%,---,"5,11","0,0",11:21,0:22,Rear Naked Choke,"August 06, 2016","Salt Lake City, Utah, USA",UFC Fight Night: Rodriguez vs. Caceres,W,L,Middleweight Bout,"W,Thales Leites,L,Chris Camozzi",Thales Leites,Chris Camozzi,,,,0,0,Submission,28%,---,"2,7","0,0",4:21,0:19,0,0,66%,0%,"14,21","0,1",0,0,"26,37","1,2",Dan Miragliotta,0,0,3,67%,53%,"36,53","8,15",1,0,2:58,3 Rnd (5-5-5),"0,0","1,1","14,20","1,1","0,7","6,13","22,26","1,1","36,53","5,12","0,0","2,2","58,82","11,18"
50%,---,"5,10","0,0",7:06,0:52,Judge,"August 06, 2016","Salt Lake City, Utah, USA",UFC Fight Night: Rodriguez vs. Caceres,W,L,Featherweight Bout,"W,Dennis Bermudez,""The Menace"",L,Rony Jason",Dennis Bermudez,Rony Jason,Derek Cleary-27 - 30.,Glenn Trowbridge-26 - 30.,Rich Montanez-27 - 30.,0,0,Decision - Unanimous,100%,---,"1,1","0,0",3:19,0:00,0,0,58%,14%,"24,41","1,7",0,0,"32,50","4,10",John McCarthy,1,0,3,50%,21%,"48,95","9,41",0,0,5:00,3 Rnd (5-5-5),"5,14","3,8","2,2","2,2","21,59","7,39","25,34","0,0","29,67","6,32","14,14","0,1","77,127","16,48"
50%,100%,"1,2","1,1",0:31,1:39,Judge,"August 06, 2016","Salt Lake City, Utah, USA",UFC Fight Night: Rodriguez vs. Caceres,W,L,Featherweight Bout,"W,Yair Rodriguez,""El Pantera"",L,Alex Caceres,""Bruce Leeroy""",Yair Rodriguez,Alex Caceres,Derek Cleary-49 - 46.,Glenn Trowbridge-47 - 48.,Tony Weeks-47 - 48.,0,0,Decision - Split,0%,---,"0,1","0,0",0:16,0:04,0,0,27%,30%,"16,58","8,26",0,0,"16,59","8,26",Herb Dean,0,0,5,35%,31%,"120,338","62,196",0,0,5:00,5 Rnd (5-5-5-5-5),"17,26","9,14","6,8","4,7","106,315","57,187","8,15","1,2","63,267","46,170","40,45","7,12","124,343","65,202"
50%,50%,"3,6","1,2",7:04,1:23,Judge,"July 30, 2016","Atlanta, Georgia, USA",UFC 201: Lawler vs. Woodley,D,D,Welterweight Bout,"D,Michael Graves,D,Bojan Velickovic,""Serbian Steel""",Michael Graves,Bojan Velickovic,James Corbett-27 - 30.,Derek Cleary-28 - 28.,Jeff Mullen-28 - 28.,0,0,Decision - Majority,0%,---,"0,1","0,0",0:13,0:37,0,0,54%,38%,"6,11","10,26",0,0,"7,12","22,40",George Allen,0,0,3,45%,29%,"9,20","17,57",0,0,5:00,3 Rnd (5-5-5),"3,4","4,6","1,1","2,4","5,15","15,53","3,4","0,0","4,14","3,31","2,2","10,20","27,40","60,107"
60%,---,"3,5","0,0",1:05,0:07,Rear Naked Choke,"July 30, 2016","Atlanta, Georgia, USA",UFC 201: Lawler vs. Woodley,W,L,Flyweight Bout,"W,Wilson Reis,L,Hector Sandoval,""Kid Alex""",Wilson Reis,Hector Sandoval,,,,0,0,Submission,60%,---,"3,5","0,0",1:05,0:07,0,1,50%,38%,"4,8","5,13",1,0,"12,17","8,16",Dan Miragliotta,0,1,1,50%,38%,"4,8","5,13",1,0,1:49,3 Rnd (5-5-5),"0,0","1,1","0,0","0,2","4,8","5,11","0,0","0,0","3,7","3,11","1,1","1,1","12,17","8,16"
---,---,"0,0","0,0",0:02,0:00,Punches to Head At Distance,"July 30, 2016","Atlanta, Georgia, USA",UFC 201: Lawler vs. Woodley,W,L,Heavyweight Bout,"W,Anthony Hamilton,""Freight Train"",L,Damian Grabowski,""The Polish Pitbull""",Anthony Hamilton,Damian Grabowski,,,,1,0,KO/TKO,---,---,"0,0","0,0",0:02,0:00,0,0,56%,33%,"9,16","1,3",0,0,"11,18","2,4",George Allen,0,0,1,56%,33%,"9,16","1,3",0,0,0:14,3 Rnd (5-5-5),"1,1","0,0","6,10","1,1","3,6","0,2","0,0","0,0","8,15","1,3","0,0","0,0","11,18","2,4"
